Date,Open,High,Low,Close,Adj Close,Volume,simple_daily_return,gross_daily_return,log_daily_return,annualized_daily_simple_returns,annualized_daily_log_returns
2022-06-07,275.200012,287.0,268.399994,284.799988,284.799988,143610,0.034883632199841585,1.0348836321998416,0.034288987739149235,5467.276766398966,4732.78825973341
2022-06-08,286.0,298.399994,282.799988,297.600006,297.600006,107928,0.04055946153846146,1.0405594615384615,0.03975851230037453,21577.072840936642,17784.98972011392
2022-06-09,295.600006,306.600006,288.0,288.0,288.0,116893,-0.025710439261628415,0.9742895607383716,-0.02604672923579976,0.001447772604870888,0.0013276029809136997
2022-06-10,281.600006,282.399994,232.399994,238.399994,238.399994,225160,-0.15340913025406688,0.8465908697459331,-0.16653773556729679,7.015662429251535e-19,1.3879421019033956e-20
2022-06-13,230.800003,238.199997,196.800003,203.199997,203.199997,246718,-0.11958407990142017,0.8804159200985798,-0.1273608466916638,1.3081563536345195e-14,1.4109395751688747e-15
2022-06-14,212.399994,213.199997,199.0,204.800003,204.800003,133563,-0.03578150289401605,0.964218497105984,-0.03643735330540565,0.00010666945829592141,8.992261388459563e-05
2022-06-15,204.800003,220.399994,192.800003,217.600006,217.600006,331538,0.06250001373290992,1.06250001373291,0.060624634741526684,4060364.5578599214,2606088.950630185
2022-06-16,205.199997,212.0,201.0,209.600006,209.600006,265628,0.0214425392998423,1.0214425392998423,0.02121588239610972,205.44666888003994,194.3156103878393
2022-06-17,209.199997,223.199997,203.399994,214.0,214.0,316865,0.022944565338593126,1.0229445653385931,0.022685297171427976,297.0824144464962,278.7693878722749
2022-06-21,215.199997,230.199997,208.800003,219.199997,219.199997,256125,0.018587360853913104,1.018587360853913,0.018416727040619918,101.75810602019597,97.56779117083296
2022-06-22,214.800003,228.399994,212.800003,216.800003,216.800003,197003,0.009310986834576429,1.0093109868345764,0.009267906801938786,10.239416210438007,10.130301107842667
2022-06-23,231.199997,250.800003,227.600006,250.800003,250.800003,193368,0.08477511355677048,1.0847751135567705,0.08137269689804416,741767879.5606518,337151749.15432006
2022-06-24,250.0,255.600006,243.600006,247.600006,247.600006,360620,-0.009599975999999955,0.990400024,-0.009646352819172144,0.0888119063359429,0.08777414946581813
2022-06-27,248.399994,251.600006,239.199997,240.0,240.0,127503,-0.033816401783004824,0.9661835982169952,-0.034401402562743044,0.00017781763714760527,0.00015274014271498962
2022-06-28,240.0,247.160004,220.399994,220.800003,220.800003,105528,-0.07999998750000004,0.9200000125,-0.08338159535209488,8.142282096558778e-10,3.2309620443049297e-10
2022-06-29,222.0,222.0,201.0,204.0,204.0,154868,-0.08108108108108103,0.918918918918919,-0.08455738802806323,6.061434782806272e-10,2.341057837535122e-10
2022-06-30,200.0,202.800003,191.600006,200.800003,200.800003,83215,0.004000014999999912,1.004000015,0.003992036209776728,2.7237267974998614,2.718299179856105
2022-07-01,199.600006,204.800003,195.0,198.800003,198.800003,81263,-0.004008030941642371,0.9959919690583576,-0.004016084624466565,0.3649345557681162,0.3641946294067719
2022-07-05,193.600006,208.0,187.600006,207.600006,207.600006,100803,0.07231404734563895,1.072314047345639,0.0698189743592561,40815095.72375766,22744917.710431248
2022-07-06,207.199997,211.199997,196.0,198.800003,198.800003,68165,-0.04054051216998811,0.9594594878300119,-0.04138518659354684,3.08096737353967e-05,2.469892737684783e-05
2022-07-07,202.399994,217.600006,201.800003,217.600006,217.600006,72520,0.07509887574403784,1.0750988757440378,0.07241263478627502,78261890.51902103,41767880.07789382
2022-07-08,214.399994,218.0,202.600006,206.0,206.0,65765,-0.03917907758896666,0.9608209224110333,-0.03996723242199085,4.398001033169392e-05,3.579317180470416e-05
2022-07-11,202.800003,206.399994,191.199997,206.399994,206.399994,115500,0.01775143464864737,1.0177514346486474,0.017595718027711982,82.80804553400796,79.6880092678027
2022-07-12,206.800003,222.399994,203.800003,218.0,218.0,90050,0.054158592057660604,1.0541585920576606,0.05274290564804485,561557.4244522135,400777.3597072549
2022-07-13,213.199997,213.199997,200.199997,206.0,206.0,89460,-0.03377109334574713,0.9662289066542529,-0.03435450943081353,0.00017992294768570408,0.0001546133184570479
2022-07-14,202.0,206.399994,198.0,198.399994,198.399994,84920,-0.017821811881188143,0.9821781881188119,-0.01798253279236839,0.010958764511334674,0.010517738831452217
2022-07-15,202.0,211.800003,196.0,211.199997,211.199997,67365,0.04554453960396043,1.0455445396039604,0.044537840226356096,71610.56492022763,56230.06674210991
2022-07-18,216.0,222.0,206.800003,208.0,208.0,69740,-0.03703703703703709,0.9629629629629629,-0.03774032798284743,7.69140245903022e-05,6.402705768195858e-05
2022-07-19,209.600006,217.600006,205.600006,210.399994,210.399994,106940,0.0038167365319636826,1.0038167365319637,0.0038094712736027603,2.601731772563923,2.597009619905594
2022-07-20,211.199997,229.600006,211.199997,216.399994,216.399994,103018,0.024621198266399524,1.0246211982663995,0.02432298161833213,448.1232858568601,416.54897601187514
2022-07-21,212.800003,215.199997,204.399994,208.800003,208.800003,76898,-0.018796992216207786,0.9812030077837922,-0.01897590118893433,0.008540367849286063,0.008158280994584216
2022-07-22,210.0,211.600006,202.399994,203.600006,203.600006,70108,-0.030476161904761878,0.9695238380952381,-0.03095021657155339,0.0004228452185560124,0.0003739971528399693
2022-07-25,205.199997,208.0,199.600006,200.800003,200.800003,71858,-0.02144246620042589,0.9785575337995741,-0.02167569591891816,0.004336881768401228,0.0040850135773252
2022-07-26,200.0,202.0,189.199997,191.600006,191.600006,121668,-0.04199997,0.95800003,-0.042907469696036316,2.1025493218644985e-05,1.6574316088434775e-05
2022-07-27,197.199997,203.880005,191.240005,200.399994,200.399994,111465,0.016227165561265133,1.0162271655612651,0.01609691231503696,56.84481386095642,55.04502115182255
2022-07-28,200.399994,205.199997,190.399994,196.0,196.0,216370,-0.021956058541598544,0.9780439414584015,-0.022200680040072918,0.003801457663833634,0.003570117024675562
2022-07-29,192.399994,194.399994,182.199997,190.800003,190.800003,191453,-0.008315961797795035,0.991684038202205,-0.008350732309118314,0.12294307819976519,0.12186583560402928
2022-08-01,188.399994,191.399994,181.199997,185.600006,185.600006,142960,-0.014861932532757804,0.9851380674672422,-0.014973477615442654,0.023322356279107614,0.022668824117534635
2022-08-02,183.199997,197.199997,182.399994,191.199997,191.199997,181955,0.04366812298583178,1.0436681229858318,0.04274154906244032,45621.246302237916,36504.497357637876
2022-08-03,193.199997,215.0,193.199997,206.800003,206.800003,241140,0.07039340689016682,1.0703934068901668,0.06802625089057646,26025541.353462256,14930135.57365793
2022-08-04,206.800003,209.600006,186.0,189.199997,189.199997,222778,-0.08510641075764402,0.914893589242356,-0.08894751637950282,2.0138016798841766e-10,7.004747650948991e-11
2022-08-05,190.0,190.800003,180.399994,187.600006,187.600006,122963,-0.012631547368420981,0.987368452631579,-0.012712003605419575,0.04114252976802289,0.04030956049029708
2022-08-08,187.600006,213.800003,186.800003,202.800003,202.800003,266848,0.08102343557494329,1.0810234355749433,0.07790821795486114,310894040.6143473,150670257.59079528
2022-08-09,201.199997,201.600006,183.800003,186.0,186.0,94430,-0.07554670589781365,0.9244532941021864,-0.07855274960184566,2.7360784890937223e-09,1.2080644061632316e-09
2022-08-10,195.199997,204.800003,192.800003,204.399994,204.399994,161830,0.04713113289648252,1.0471311328964825,0.04605417036520176,104777.75445281212,80927.84675482908
2022-08-11,216.0,237.399994,214.399994,223.199997,223.199997,359130,0.03333331944444451,1.0333333194444445,0.032789809382130386,3752.7423870833845,3288.500858165228
2022-08-12,226.0,232.399994,222.199997,229.600006,229.600006,138530,0.01592923008849567,1.0159292300884957,0.015803691305529277,52.81137048845768,51.19840761981301
2022-08-15,223.600006,229.600006,216.800003,218.800003,218.800003,89685,-0.021466918028615778,0.9785330819713842,-0.02170068385559709,0.004309766090198226,0.004058908262463922
2022-08-16,215.600006,234.199997,209.199997,230.399994,230.399994,167530,0.06864558250522501,1.068645582505225,0.06639203591591336,17268610.93946997,10165766.787704345
2022-08-17,224.399994,228.0,207.199997,210.0,210.0,127220,-0.06417109797248921,0.9358289020275108,-0.06632261619310409,5.892639793295569e-08,3.306790077424e-08
2022-08-18,207.199997,209.199997,195.600006,196.0,196.0,106435,-0.05405404035792527,0.9459459596420747,-0.05556983667604687,8.758867758402696e-07,5.856419035152772e-07
2022-08-19,190.399994,191.800003,178.800003,180.800003,180.800003,174930,-0.050420122387188626,0.9495798776128114,-0.05173562629366302,2.2930168636533e-06,1.6191535627934465e-06
2022-08-22,176.0,177.600006,168.0,170.399994,170.399994,119850,-0.03181821590909095,0.968181784090909,-0.032335415854204186,0.0002986645922104907,0.0002611779220733758
2022-08-23,174.0,177.399994,168.0,172.399994,172.399994,92708,-0.009195436781609279,0.9908045632183907,-0.009237975787721453,0.09839828315203857,0.09734357598917681
2022-08-24,171.600006,179.199997,170.199997,177.600006,177.600006,90003,0.03496503374248139,1.0349650337424814,0.03436764232295708,5576.285892315864,4823.990964477538
2022-08-25,182.0,187.600006,174.0,182.399994,182.399994,96290,0.0021977692307690866,1.002197769230769,0.0021953576686986054,1.7350474727555096,1.7339998631449223
2022-08-26,182.800003,183.199997,167.800003,168.800003,168.800003,71670,-0.0765864320035049,0.9234135679964951,-0.07967807549705963,2.0628094971320024e-09,8.889591746681407e-10
2022-08-29,166.0,171.0,161.199997,162.0,162.0,62748,-0.02409638554216864,0.9759036144578314,-0.024391453124160023,0.002193504613361034,0.002033174604468332
2022-08-30,164.0,169.0,160.600006,166.0,166.0,99418,0.012195121951219523,1.0121951219512195,0.012121360532344916,20.95676474182634,20.576914100341515
2022-08-31,166.399994,170.199997,163.600006,164.0,164.0,104950,-0.014423041385446145,0.9855769586145539,-0.014528064505216598,0.026081104540449353,0.02539273458295382
2022-09-01,161.600006,162.800003,152.800003,158.0,158.0,88523,-0.022277264024359034,0.977722735975641,-0.022529150188740132,0.003500614699868342,0.0032813872898314147
2022-09-02,160.399994,161.399994,153.800003,156.399994,156.399994,68755,-0.024937656793179164,0.9750623432068208,-0.025253868277890668,0.0017665603330368812,0.001628439439322823
2022-09-06,161.199997,161.800003,154.0,159.199997,159.199997,85310,-0.012406948121717387,0.9875930518782826,-0.012484556896044552,0.043559660233769296,0.042708851743056345
2022-09-07,158.399994,164.600006,158.0,162.800003,162.800003,65588,0.027777835648150395,1.0277778356481504,0.02739903049442205,969.8647745508696,884.152222889798
2022-09-08,160.0,165.600006,159.600006,163.600006,163.600006,74725,0.02250003749999996,1.0225000375,0.02225064560963652,266.37685333708674,250.55655582388079
2022-09-09,166.0,173.800003,166.0,173.199997,173.199997,69468,0.0433734759036144,1.0433734759036144,0.042459190450775175,42499.891550000975,34105.5206676679
2022-09-12,175.199997,176.399994,168.800003,172.399994,172.399994,62320,-0.01598175255676515,0.9840182474432349,-0.016110837952195922,0.017530372587420316,0.016962518793690023
2022-09-13,162.800003,166.199997,156.399994,161.600006,161.600006,108778,-0.007370988807659851,0.9926290111923401,-0.007398288780251505,0.15614495821807814,0.1550707592210453
2022-09-14,160.800003,162.0,154.800003,160.0,160.0,70565,-0.004975142942006072,0.9950248570579939,-0.004987560167755589,0.2859673595546546,0.285073017722929
2022-09-15,157.600006,165.199997,151.199997,151.199997,151.199997,57588,-0.04060919261640139,0.9593908073835986,-0.041456771590681285,3.0261034314855713e-05,2.424027673583363e-05
2022-09-16,149.600006,149.600006,141.199997,145.199997,145.199997,113048,-0.029411823686691596,0.9705881763133084,-0.029853023917789656,0.0005569088347336196,0.0004968452222516497
2022-09-19,141.600006,142.800003,131.199997,137.600006,137.600006,150380,-0.028248586373647466,0.9717514136263525,-0.028655254528606733,0.0007522296562560288,0.0006772081737941243
2022-09-20,134.800003,138.0,131.199997,137.600006,137.600006,146110,0.020771535146034026,1.020771535146034,0.020558748370493873,174.20727763149088,165.3257430469439
2022-09-21,137.600006,141.199997,132.800003,133.600006,133.600006,140108,-0.029069766174283473,0.9709302338257165,-0.029500663091169166,0.0006084070341762558,0.0005442594663120481
2022-09-22,130.399994,134.800003,125.599998,131.199997,131.199997,170580,0.00613499261357342,1.0061349926135734,0.006116250163853643,4.642155431964416,4.620500709479657
2022-09-23,127.599998,128.800003,118.400002,124.800003,124.800003,242280,-0.021943534826701083,0.9780564651732989,-0.022187875262919654,0.0038136952003933666,0.0035818711298235494
2022-09-26,122.0,128.600006,118.400002,123.599998,123.599998,187518,0.013114737704918111,1.0131147377049181,0.013029484109103429,26.321879444804722,25.771725366922404
2022-09-27,126.0,130.399994,115.199997,116.0,116.0,172698,-0.07936507936507942,0.9206349206349206,-0.08269171584511348,9.681629779980065e-10,3.902511743751861e-10
2022-09-28,117.199997,123.199997,112.800003,121.199997,121.199997,212325,0.03412969370639152,1.0341296937063915,0.03356019733709559,4553.309142241054,3965.334440342549
2022-09-29,118.0,119.199997,108.400002,112.0,112.0,214508,-0.05084745762711862,0.9491525423728814,-0.05218575317057095,2.0480467051190886e-06,1.4372467403481108e-06
2022-09-30,111.599998,111.599998,105.199997,106.0,106.0,102323,-0.05017919444765584,0.9498208055523442,-0.051481937913996134,2.4437754073112364e-06,1.7315974453774737e-06
2022-10-03,106.400002,108.400002,103.400002,105.599998,105.599998,156915,-0.007518834445134681,0.9924811655548653,-0.007547243371769596,0.1504148574191099,0.14933803520183128
2022-10-04,108.800003,120.0,108.800003,120.0,120.0,208758,0.10294114605860805,1.102941146058608,0.09798038078667481,47933265454.51309,15461071300.899557
2022-10-05,116.800003,119.199997,114.800003,118.400002,118.400002,139398,0.01369862122349419,1.0136986212234942,0.013605643262739164,30.417450062659086,29.72514456297512
2022-10-06,114.800003,118.800003,111.599998,112.400002,112.400002,116723,-0.02090593150942688,0.9790940684905731,-0.02112755476468564,0.004976560715373389,0.00470166823736841
2022-10-07,108.800003,110.0,93.599998,100.400002,100.400002,195345,-0.07720588941527884,0.9227941105847212,-0.0803491348174239,1.7430439785976019e-09,7.402338187621106e-10
2022-10-10,100.800003,100.800003,92.0,96.400002,96.400002,114695,-0.04365080227229756,0.9563491977277024,-0.04463216303578488,1.3637694810666135e-05,1.053961430369026e-05
2022-10-11,94.800003,101.199997,91.599998,100.0,100.0,193555,0.05485228729370384,1.0548522872937038,0.053400745081546575,662374.9176488947,468812.2183255863
2022-10-12,101.199997,101.199997,90.0,94.0,94.0,74680,-0.07114621752409733,0.9288537824759027,-0.07380394493909215,9.011266765425132e-09,4.389698027262842e-09
2022-10-13,91.199997,96.0,88.800003,95.199997,95.199997,129270,0.04385965056555863,1.0438596505655586,0.0429250460991657,47771.598626228166,38152.88776844235
2022-10-14,96.0,97.599998,90.400002,90.400002,90.400002,108858,-0.058333312499999956,0.9416666875,-0.060103901945812055,2.806719216304028e-07,1.750013940781832e-07
2022-10-17,92.800003,100.400002,91.199997,94.800003,94.800003,115945,0.02155172344121592,1.021551723441216,0.021322768786804502,211.03309414955933,199.4878713365719
2022-10-18,98.400002,102.400002,92.400002,94.0,94.0,86735,-0.044715466570823814,0.9552845334291762,-0.04574604211340727,1.031144029903361e-05,7.864234384818508e-06
2022-10-19,90.800003,92.0,80.0,80.400002,80.400002,114210,-0.11453745216285949,0.8854625478371405,-0.12164511758635221,5.491858856515636e-14,7.263985116656472e-15
2022-10-20,81.199997,84.400002,80.400002,82.0,82.0,92000,0.009852254058580812,1.0098522540585808,0.009804037042434821,11.714334907853347,11.574780237294785
2022-10-21,80.800003,85.199997,77.599998,83.599998,83.599998,161820,0.03465340217871016,1.0346534021787102,0.03406649351144875,5170.320052919927,4483.993584802264
2022-10-24,89.599998,90.0,79.199997,88.800003,88.800003,181405,-0.008928515824297212,0.9910714841757028,-0.008968613877548215,0.10528102418361274,0.10421725465440887
2022-10-25,88.800003,107.599998,88.0,107.199997,107.199997,198183,0.2072071326393985,1.2072071326393985,0.18830953686971874,3.366898164064731e+20,6.416899433759912e+18
2022-10-26,105.599998,117.199997,105.599998,115.599998,115.599998,229273,0.09469697149047285,1.0946969714904728,0.09047758660447247,7290764431.243638,2765684597.187328
2022-10-27,116.800003,118.0,105.599998,107.599998,107.599998,158350,-0.07876716407276119,0.9212328359272388,-0.08204246693873518,1.1395194464404134e-09,4.660903678880992e-10
2022-10-28,107.599998,112.0,103.400002,104.400002,104.400002,158643,-0.02973974032973492,0.9702602596702651,-0.0301909345346969,0.0005116219583691362,0.0004552459601746904
2022-10-31,104.400002,106.400002,102.0,102.800003,102.800003,152560,-0.015325660625945203,0.9846743393740548,-0.015444312401682758,0.020722765242988793,0.020105349452664956
2022-11-01,106.400002,113.199997,105.599998,108.400002,108.400002,204173,0.01879699212787611,1.018796992127876,0.018622511751194004,107.15222098858055,102.64333495876528
2022-11-02,110.0,114.400002,104.800003,107.199997,107.199997,139650,-0.025454572727272806,0.9745454272727272,-0.02578414514078986,0.0015464080408863691,0.0014205400942764168
2022-11-03,104.800003,106.0,100.800003,102.400002,102.400002,86833,-0.022900772245206924,0.9770992277547931,-0.023167068376237943,0.002982676693175609,0.002785437335125636
2022-11-04,111.199997,111.199997,102.199997,104.400002,104.400002,147688,-0.061151035822419986,0.93884896417758,-0.06310066023243799,1.3229048102453534e-07,7.851021354482707e-08
2022-11-07,105.599998,112.800003,103.599998,110.0,110.0,165690,0.041666686395202435,1.0416666863952024,0.04082201345964975,28178.804993804413,22987.60476219649
2022-11-08,109.599998,110.599998,100.599998,106.800003,106.800003,178198,-0.02554740010122991,0.9744525998987701,-0.02587940164975855,0.0015098728845904382,0.0013860996067205384
2022-11-09,103.599998,105.199997,96.0,97.199997,97.199997,203808,-0.061776072621159694,0.9382239273788403,-0.06376662991816762,1.1192642407104512e-07,6.56769934037926e-08
2022-11-10,102.400002,106.0,80.0,104.0,104.0,394325,0.015624980163574609,1.0156249801635746,0.015504167004714908,48.98655722787234,47.54547223865252
2022-11-11,102.400002,121.199997,101.599998,121.199997,121.199997,310653,0.1835936975860606,1.1835936975860606,0.16855531674608049,2.3651769261888256e+18,9.549226778437739e+16
2022-11-14,118.0,123.0,111.599998,120.0,120.0,167063,0.016949152542372836,1.0169491525423728,0.01680711831638071,67.93740030384704,65.59686038761615
2022-11-15,124.800003,130.800003,120.0,122.400002,122.400002,165683,-0.019230776781311465,0.9807692232186885,-0.019418093555693794,0.0076431803787801724,0.0072853888494681975
2022-11-16,122.400002,122.800003,116.800003,117.599998,117.599998,119530,-0.039215718313468706,0.9607842816865313,-0.04000536796037135,4.356104117686938e-05,3.543806168869315e-05
2022-11-17,113.599998,115.599998,107.800003,110.800003,110.800003,95595,-0.024647843743800024,0.9753521562562,-0.02495668729242162,0.001903371464304444,0.001757927349954122
2022-11-18,114.0,114.0,107.0,108.400002,108.400002,78130,-0.0491227894736842,0.9508772105263158,-0.050370340938765246,3.230235298241837e-06,2.3233883484635444e-06
2022-11-21,106.400002,112.400002,106.199997,111.599998,111.599998,91243,0.04887214193849365,1.0488721419384937,0.04771543632152664,158986.49121854443,120525.51097883095
2022-11-22,111.199997,111.599998,105.400002,106.800003,106.800003,60030,-0.0395682924343963,0.9604317075656037,-0.04037240022208266,3.972727987517617e-05,3.2194766294971213e-05
2022-11-23,107.199997,115.199997,105.800003,111.599998,111.599998,311393,0.04104478659640254,1.0410447865964025,0.04022481137443634,24256.202939680425,19903.49251568344
2022-11-25,112.0,114.800003,106.559998,114.0,114.0,232758,0.017857142857142794,1.0178571428571428,0.01769957709940151,84.99512075408714,81.75571219038561
2022-11-28,114.800003,120.400002,108.0,108.400002,108.400002,85180,-0.05574913617380306,0.9442508638261969,-0.057363402562139676,5.583867339144046e-07,3.6342814408206284e-07
2022-11-29,108.800003,111.0,107.199997,107.599998,107.599998,76765,-0.011029457416467214,0.9889705425835328,-0.011090732855048024,0.061804818604154106,0.060851056952909585
2022-11-30,106.0,112.0,96.800003,110.400002,110.400002,195640,0.0415094528301887,1.0415094528301887,0.040671057846870085,27131.08831224195,22165.759293407256
2022-12-01,109.599998,120.800003,109.199997,113.199997,113.199997,114733,0.032846706803771886,1.0328467068037719,0.032318783001575646,3334.288303727056,2932.723879867427
2022-12-02,107.199997,118.400002,106.400002,116.0,116.0,128718,0.08208958252116383,1.0820895825211638,0.07889397045473778,398168796.0984543,189526640.12604034
2022-12-05,114.0,114.599998,100.800003,101.599998,101.599998,97138,-0.1087719473684211,0.8912280526315789,-0.11515493293515355,2.8002761636681915e-13,4.609732808886272e-14
2022-12-06,102.800003,103.199997,93.199997,94.800003,94.800003,156173,-0.07782100940211056,0.9221789905978894,-0.08101594129739809,1.4744198218576483e-09,6.170245612189786e-10
