Date,Open,High,Low,Close,Adj Close,Volume
2021-07-01,148.029999,148.679993,147.830002,148.520004,141.924133,880000
2021-07-02,148.710007,149.050003,148.300003,148.869995,142.258575,400200
2021-07-06,148.639999,148.639999,146.419998,147.419998,140.873001,555400
2021-07-07,147.080002,147.800003,146.600006,147.660004,141.102325,797600
2021-07-08,145.949997,146.809998,145.350006,146.259995,139.764511,1053100
2021-07-09,147.479996,148.639999,147.289993,148.500000,141.905029,848300
2021-07-12,148.080002,149.250000,147.589996,149.110001,142.487915,657300
2021-07-13,148.850006,149.029999,148.039993,148.080002,141.503677,781200
2021-07-14,148.520004,149.020004,147.449997,148.029999,141.455902,1009700
2021-07-15,147.270004,148.259995,147.270004,147.949997,141.379471,1046900
2021-07-16,148.520004,148.520004,146.479996,146.639999,140.127640,923100
2021-07-19,144.619995,144.940002,142.690002,143.750000,137.365982,1304200
2021-07-20,144.029999,146.729996,143.770004,146.210007,139.716736,1054900
2021-07-21,147.020004,147.919998,147.020004,147.759995,141.197891,2083100
2021-07-22,147.639999,147.639999,146.529999,147.050003,140.519424,1094600
2021-07-23,147.630005,148.039993,147.199997,147.899994,141.331665,454200
2021-07-26,147.720001,148.600006,147.720001,148.529999,141.933685,800800
2021-07-27,147.929993,148.649994,147.369995,148.610001,142.010147,479000
2021-07-28,148.729996,148.949997,147.770004,148.300003,141.713913,694300
2021-07-29,149.210007,149.839996,148.970001,149.389999,142.755478,633500
2021-07-30,149.059998,149.690002,148.490005,148.809998,142.201263,604000
2021-08-02,149.410004,150.320007,148.240005,148.300003,141.713913,853900
2021-08-03,148.660004,149.649994,147.460007,149.639999,142.994385,1149200
2021-08-04,148.699997,149.169998,148.000000,148.050003,141.475021,605700
2021-08-05,148.539993,149.050003,148.479996,149.009995,142.392365,729100
2021-08-06,149.679993,150.270004,149.529999,150.089996,143.424393,570600
2021-08-09,149.839996,150.139999,149.309998,149.820007,143.166412,503300
2021-08-10,150.009995,151.029999,149.779999,150.860001,144.160202,575300
2021-08-11,151.179993,151.800003,150.809998,151.789993,145.048904,3144800
2021-08-12,151.820007,151.850006,151.089996,151.800003,145.058472,322600
2021-08-13,151.990005,152.110001,151.529999,151.720001,144.982025,231800
2021-08-16,151.169998,151.880005,150.369995,151.839996,145.096680,449500
2021-08-17,151.009995,151.570007,149.929993,151.139999,144.427780,705900
2021-08-18,150.660004,151.210007,149.350006,149.449997,142.812866,558200
2021-08-19,148.289993,149.429993,148.000000,148.839996,142.229935,672100
2021-08-20,148.690002,149.830002,148.410004,149.570007,142.927521,436700
2021-08-23,150.429993,150.970001,150.399994,150.529999,143.844864,424000
2021-08-24,150.880005,151.240005,150.729996,150.949997,144.246216,395400
2021-08-25,151.110001,151.979996,150.619995,151.610001,144.876923,440700
2021-08-26,151.559998,151.570007,150.419998,150.520004,143.835327,721000
2021-08-27,150.919998,151.979996,150.919998,151.850006,145.106247,777900
2021-08-30,151.979996,152.000000,151.199997,151.309998,144.590225,894500
2021-08-31,151.190002,151.710007,150.940002,151.250000,144.532913,496500
2021-09-01,151.500000,151.550003,150.690002,151.029999,144.322662,677500
2021-09-02,151.449997,152.000000,151.449997,152.000000,145.249603,498400
2021-09-03,151.660004,151.789993,151.149994,151.419998,144.695358,271100
2021-09-07,151.199997,151.199997,150.139999,150.250000,143.577286,318800
2021-09-08,149.940002,150.580002,149.639999,150.199997,143.529526,390500
2021-09-09,149.919998,150.949997,149.690002,149.759995,143.109039,464300
2021-09-10,150.520004,150.570007,148.669998,148.690002,142.086594,363700
2021-09-13,149.690002,150.179993,148.889999,149.660004,143.013519,497700
2021-09-14,150.070007,150.160004,147.949997,148.250000,141.666122,3719500
2021-09-15,148.279999,149.929993,148.100006,149.600006,142.956146,737300
2021-09-16,149.699997,150.110001,148.410004,149.160004,142.535736,307100
2021-09-17,148.800003,149.289993,147.990005,148.160004,141.580124,703900
2021-09-20,145.929993,146.529999,144.279999,145.899994,139.420486,738400
2021-09-21,146.699997,147.149994,145.360001,145.369995,138.914032,563800
2021-09-22,146.610001,147.949997,146.369995,146.970001,140.442993,417100
2021-09-23,147.750000,149.860001,147.630005,149.169998,142.545273,406200
2021-09-24,147.929993,149.009995,147.889999,148.529999,142.749023,1904000
2021-09-27,148.979996,150.029999,148.979996,149.270004,143.460220,545700
2021-09-28,148.990005,149.210007,147.190002,147.479996,141.739899,778600
2021-09-29,147.779999,148.570007,147.279999,147.860001,142.105103,458600
2021-09-30,148.300003,148.380005,145.360001,145.419998,139.760086,711100
2021-10-01,146.210007,148.149994,145.119995,147.410004,141.672607,939300
2021-10-04,147.220001,148.360001,146.149994,146.720001,141.009460,748200
2021-10-05,147.270004,148.660004,146.839996,147.770004,142.018616,439100
2021-10-06,146.630005,148.020004,145.669998,147.949997,142.191605,455500
2021-10-07,149.070007,150.160004,149.000000,149.160004,143.354492,335300
2021-10-08,149.289993,149.669998,148.929993,149.160004,143.354492,305100
2021-10-11,149.389999,149.960007,147.970001,148.009995,142.249252,253800
2021-10-12,148.139999,148.449997,147.320007,147.649994,141.903259,501800
2021-10-13,147.619995,147.979996,146.179993,147.619995,141.874435,518500
2021-10-14,148.880005,149.960007,148.529999,149.850006,144.017639,455500
2021-10-15,150.860001,151.529999,150.710007,150.929993,145.055603,514500
2021-10-18,150.289993,151.080002,149.789993,150.520004,144.661575,528600
2021-10-19,151.110001,151.660004,150.729996,151.639999,145.737976,497100
2021-10-20,151.729996,153.029999,151.589996,152.960007,147.006592,329200
2021-10-21,152.779999,152.889999,152.100006,152.779999,146.833618,475700
2021-10-22,152.740005,153.419998,152.460007,153.149994,147.189209,250500
2021-10-25,153.509995,153.720001,152.940002,153.529999,147.554413,247400
2021-10-26,153.699997,153.990005,153.360001,153.449997,147.477509,263700
2021-10-27,153.330002,153.330002,151.270004,151.270004,145.382385,501600
2021-10-28,151.589996,152.449997,151.589996,152.410004,146.478027,400900
2021-10-29,152.080002,152.600006,151.669998,152.029999,146.112793,280100
2021-11-01,152.660004,152.910004,152.229996,152.860001,146.910507,539100
2021-11-02,152.979996,153.500000,152.619995,153.279999,147.314133,407700
2021-11-03,152.960007,154.149994,152.800003,154.059998,148.063797,354800
2021-11-04,154.070007,154.100006,152.679993,153.410004,147.439102,385200
2021-11-05,154.369995,155.229996,154.089996,154.550003,148.534698,433600
2021-11-08,155.279999,155.490005,154.470001,154.740005,148.717331,327000
2021-11-09,154.699997,154.830002,153.970001,154.589996,148.573166,371200
2021-11-10,154.399994,155.070007,153.970001,154.190002,148.188721,345000
2021-11-11,154.350006,154.350006,153.860001,153.929993,147.938843,255400
2021-11-12,154.330002,154.520004,153.789993,154.360001,148.352112,329900
2021-11-15,154.770004,154.820007,154.250000,154.550003,148.534698,519600
2021-11-16,154.630005,154.949997,154.190002,154.229996,148.227173,322900
2021-11-17,154.070007,154.070007,153.220001,153.559998,147.583237,451000
2021-11-18,153.509995,153.539993,152.259995,152.990005,147.035446,337400
2021-11-19,152.440002,152.440002,151.449997,151.559998,145.661102,473000
2021-11-22,152.039993,153.630005,151.949997,152.440002,146.506836,495600
2021-11-23,152.770004,153.779999,152.600006,153.630005,147.650543,671000
2021-11-24,153.289993,153.789993,153.110001,153.630005,147.650543,410600
2021-11-26,150.360001,150.669998,149.149994,149.960007,144.123367,536600
2021-11-29,151.559998,151.570007,149.860001,150.649994,144.786499,509900
2021-11-30,149.279999,149.529999,146.970001,147.089996,141.365067,677300
2021-12-01,148.889999,150.250000,145.789993,145.800003,140.125259,745300
2021-12-02,146.509995,149.759995,146.220001,149.070007,143.268005,713500
2021-12-03,149.729996,149.979996,147.529999,148.820007,143.027740,726400
2021-12-06,149.949997,151.919998,149.940002,150.919998,145.045990,856700
2021-12-07,152.320007,153.419998,152.089996,152.800003,146.852829,473300
2021-12-08,152.929993,153.300003,152.229996,152.789993,146.843185,409600
2021-12-09,152.190002,152.970001,151.919998,152.350006,146.420349,586400
2021-12-10,153.199997,153.589996,152.419998,153.449997,147.477509,303100
2021-12-13,152.449997,152.559998,151.419998,151.949997,146.763733,487200
2021-12-14,151.330002,152.639999,151.289993,151.690002,146.512634,557700
2021-12-15,151.860001,153.119995,151.039993,153.039993,147.816559,834600
2021-12-16,153.929993,155.029999,153.580002,153.979996,148.724472,685800
2021-12-17,153.250000,153.369995,151.669998,151.869995,146.686462,681700
2021-12-20,150.190002,150.470001,149.050003,150.289993,145.160400,843200
2021-12-21,151.449997,152.839996,151.429993,152.619995,147.410889,659300
2021-12-22,152.479996,153.619995,152.199997,153.539993,148.299469,531000
2021-12-23,154.070007,154.910004,154.059998,154.410004,149.139801,449800
2021-12-27,154.720001,156.029999,154.410004,156.000000,150.675507,415400
2021-12-28,155.910004,156.869995,155.899994,156.490005,151.148804,413800
2021-12-29,156.490005,157.190002,156.369995,156.800003,151.448212,385600
2021-12-30,157.130005,157.660004,156.559998,156.740005,151.390289,294100
2021-12-31,156.580002,157.259995,156.460007,156.630005,151.284042,365200
2022-01-03,156.940002,157.490005,156.270004,157.369995,151.998749,818700
2022-01-04,158.130005,159.410004,158.110001,158.940002,153.515182,923900
2022-01-05,159.259995,160.380005,157.839996,157.899994,152.510651,990300
2022-01-06,158.449997,158.809998,157.610001,157.990005,152.597595,1796100
2022-01-07,157.960007,158.869995,157.740005,158.410004,153.003265,2544100
2022-01-10,158.250000,158.320007,156.190002,157.820007,152.433395,1355000
2022-01-11,157.960007,158.970001,156.740005,158.929993,153.505524,726500
2022-01-12,159.199997,159.479996,158.419998,159.059998,153.631088,775200
2022-01-13,159.339996,160.089996,158.330002,158.770004,153.350983,712600
2022-01-14,157.699997,158.630005,157.039993,158.539993,153.128815,713800
2022-01-18,157.570007,157.729996,156.009995,156.539993,151.197098,1160400
2022-01-19,156.869995,157.220001,155.139999,155.199997,149.902832,1001500
2022-01-20,155.350006,157.139999,153.679993,153.839996,148.589249,877800
2022-01-21,153.619995,154.289993,151.529999,151.770004,146.589905,1732800
2022-01-24,150.100006,152.270004,147.089996,152.080002,146.889313,2314700
2022-01-25,150.279999,152.630005,148.119995,151.479996,146.309799,3267900
2022-01-26,152.440002,153.589996,149.190002,150.559998,145.421204,2059500
2022-01-27,151.669998,153.190002,149.479996,150.199997,145.073486,1543500
2022-01-28,149.979996,152.550003,148.690002,152.490005,147.285324,1108900
2022-01-31,151.740005,154.149994,151.419998,154.029999,148.772766,1122400
2022-02-01,154.059998,155.350006,153.529999,155.080002,149.786926,3512400
2022-02-02,154.880005,156.410004,154.600006,156.130005,150.801086,1051600
2022-02-03,155.660004,155.940002,154.470001,154.639999,149.361938,4219000
2022-02-04,153.990005,155.369995,152.940002,154.250000,148.985229,793000
2022-02-07,154.460007,155.419998,153.910004,154.440002,149.168762,855400
2022-02-08,154.779999,155.759995,154.160004,155.470001,150.163605,738500
2022-02-09,156.630005,157.410004,156.470001,157.210007,151.844223,721700
2022-02-10,155.910004,157.639999,154.460007,155.080002,149.786926,1118800
2022-02-11,155.220001,156.119995,153.009995,153.490005,148.251190,1117500
2022-02-14,153.470001,153.720001,151.500000,152.479996,147.275665,736900
2022-02-15,153.550003,154.460007,153.429993,154.100006,148.840378,842800
2022-02-16,153.610001,154.940002,153.309998,154.449997,149.178406,624000
2022-02-17,153.460007,153.600006,152.039993,152.300003,147.101822,470100
2022-02-18,152.190002,153.000000,151.100006,151.699997,146.522293,941500
2022-02-22,151.639999,152.039993,149.460007,150.520004,145.382568,1272500
2022-02-23,151.320007,151.429993,148.419998,148.649994,143.576385,1050900
2022-02-24,145.839996,148.830002,145.029999,148.690002,143.615036,2660200
2022-02-25,149.259995,152.970001,149.259995,152.679993,147.468826,1141300
2022-02-28,150.559998,152.270004,150.000000,151.839996,146.657486,1013700
2022-03-01,151.460007,152.020004,148.649994,149.520004,144.416687,1596600
2022-03-02,150.380005,153.059998,150.360001,152.369995,147.169434,1500700
2022-03-03,152.789993,153.570007,151.550003,152.580002,147.372269,2484900
2022-03-04,150.850006,152.149994,150.289993,152.089996,146.898987,1825400
2022-03-07,151.509995,151.660004,148.690002,148.750000,143.672974,2433300
2022-03-08,149.199997,150.759995,147.399994,147.460007,142.427017,1405100
2022-03-09,149.750000,150.649994,149.309998,149.750000,144.638840,1072700
2022-03-10,148.289993,149.789993,147.990005,149.570007,144.464996,1503900
2022-03-11,150.199997,150.850006,148.279999,148.410004,143.344574,2481600
2022-03-14,149.130005,150.149994,147.750000,148.380005,143.315613,661100
2022-03-15,148.889999,150.559998,148.639999,150.330002,145.199051,913700
2022-03-16,151.419998,152.449997,149.660004,152.380005,147.179077,1679800
2022-03-17,151.889999,154.169998,151.860001,154.130005,148.869354,893600
2022-03-18,153.729996,154.789993,153.050003,154.649994,149.371613,1094100
2022-03-21,154.860001,155.660004,154.080002,154.940002,149.651703,914800
2022-03-22,155.600006,156.160004,155.380005,155.839996,150.520981,1121700
2022-03-23,155.440002,155.630005,154.160004,154.179993,148.917633,669300
2022-03-24,154.100006,155.139999,153.720001,155.139999,150.535172,841300
2022-03-25,155.460007,156.600006,155.339996,156.559998,151.913010,3539300
2022-03-28,156.240005,156.630005,155.199997,156.619995,151.971222,1465000
2022-03-29,157.690002,158.190002,156.839996,158.119995,153.426697,908200
2022-03-30,157.929993,158.440002,157.080002,157.850006,153.164719,974400
2022-03-31,157.419998,157.929993,155.630005,155.720001,151.097961,854600
2022-04-01,156.199997,156.470001,155.080002,156.380005,151.738373,1280600
2022-04-04,156.300003,156.330002,155.100006,156.190002,151.553986,681500
2022-04-05,155.729996,157.240005,154.860001,155.210007,150.603088,3373100
2022-04-06,154.509995,155.770004,154.169998,155.440002,150.826263,1020200
2022-04-07,155.250000,156.570007,154.330002,156.080002,151.447266,915500
2022-04-08,156.190002,157.479996,155.919998,156.880005,152.223511,693900
2022-04-11,156.399994,156.889999,155.270004,155.470001,150.855362,651900
2022-04-12,155.929993,156.910004,154.630005,155.119995,150.515747,807700
2022-04-13,155.029999,156.419998,154.960007,156.229996,151.592804,586700
2022-04-14,156.320007,157.050003,155.600006,155.639999,151.020309,437300
2022-04-18,155.320007,156.360001,154.770004,155.399994,150.787430,424500
2022-04-19,155.479996,157.699997,155.479996,157.419998,152.747498,608400
2022-04-20,158.130005,159.220001,158.039993,158.520004,153.814850,596700
2022-04-21,159.479996,159.800003,156.550003,156.820007,152.165314,701700
2022-04-22,156.160004,156.259995,152.570007,152.740005,148.206390,773200
2022-04-25,151.910004,153.149994,149.559998,152.869995,148.332535,2907500
2022-04-26,152.020004,152.690002,149.809998,149.850006,145.402176,1166400
2022-04-27,150.199997,151.720001,149.419998,150.229996,145.770905,1052300
2022-04-28,151.130005,153.059998,149.759995,152.550003,148.022034,1059400
2022-04-29,151.729996,152.020004,147.699997,147.979996,143.587662,964200
2022-05-02,148.179993,149.059998,145.240005,147.949997,143.558594,6105200
2022-05-03,148.240005,149.880005,147.770004,148.850006,144.431854,1181700
2022-05-04,149.119995,153.070007,148.649994,152.830002,148.293732,3034500
2022-05-05,151.809998,152.039993,147.919998,149.279999,144.849106,1103300
2022-05-06,148.520004,149.279999,146.800003,148.779999,144.363922,1042000
2022-05-09,146.949997,147.330002,144.529999,145.070007,140.764053,1629800
2022-05-10,146.639999,147.020004,143.149994,144.500000,140.210983,1205100
2022-05-11,144.750000,147.050003,143.589996,143.729996,139.463837,1706500
2022-05-12,143.139999,144.350006,141.649994,143.940002,139.667587,2612100
2022-05-13,145.139999,146.600006,144.820007,146.179993,141.841110,1354200
2022-05-16,146.029999,147.479996,145.330002,146.410004,142.064285,1951500
2022-05-17,148.130005,148.770004,147.300003,148.770004,144.354233,1318800
2022-05-18,147.729996,147.729996,143.380005,143.850006,139.580261,1249200
2022-05-19,142.339996,144.220001,141.759995,142.889999,138.648758,1645400
2022-05-20,143.770004,144.100006,140.309998,143.059998,138.813721,1979600
2022-05-23,144.509995,146.070007,143.860001,145.600006,141.278320,827400
2022-05-24,144.860001,146.240005,143.350006,145.990005,141.656769,2849900
2022-05-25,145.580002,147.419998,145.410004,146.979996,142.617371,1342100
2022-05-26,147.949997,149.740005,147.949997,149.070007,144.645340,887400
2022-05-27,149.639999,151.660004,149.520004,151.660004,147.158447,659700
2022-05-31,150.720001,151.580002,149.720001,150.419998,145.955261,1373600
2022-06-01,151.139999,151.220001,148.089996,149.229996,144.800568,886500
2022-06-02,149.369995,151.039993,147.949997,151.039993,146.556854,1259300
2022-06-03,149.940002,150.559998,149.389999,149.610001,145.169312,2431000
2022-06-06,150.770004,151.179993,149.600006,149.880005,145.431305,530200
2022-06-07,148.860001,151.529999,148.860001,151.440002,146.944992,896800
2022-06-08,150.610001,151.009995,149.289993,149.550003,145.111115,407700
2022-06-09,148.399994,148.889999,145.740005,145.750000,141.980209,507900
2022-06-10,143.649994,143.960007,142.440002,142.509995,138.824005,1052300
2022-06-13,139.449997,140.029999,137.050003,137.679993,134.118942,1352400
2022-06-14,138.259995,138.710007,135.570007,136.669998,133.135071,1905600
2022-06-15,137.770004,139.169998,135.529999,137.580002,134.021545,1165900
2022-06-16,134.910004,134.910004,132.889999,133.809998,130.349030,1325600
2022-06-17,133.929993,134.750000,132.179993,133.270004,129.823013,1483800
2022-06-21,135.389999,136.820007,134.979996,136.320007,132.794128,1037900
2022-06-22,134.500000,137.300003,134.500000,135.970001,132.453171,1026700
2022-06-23,136.460007,137.059998,134.929993,136.509995,132.979202,912400
2022-06-24,137.589996,140.279999,137.419998,140.270004,136.641953,4170000
2022-06-27,140.529999,141.009995,139.779999,140.330002,136.700409,1472400
2022-06-28,141.210007,142.289993,138.580002,138.729996,135.141785,1210600
2022-06-29,138.960007,139.169998,137.600006,138.160004,134.586533,888600
2022-06-30,136.630005,138.360001,136.050003,137.460007,133.904648,2041400
2022-07-01,137.380005,139.460007,136.440002,139.220001,135.619095,1145700
2022-07-05,137.460007,137.910004,135.250000,137.889999,134.323517,1515500
2022-07-06,137.809998,138.830002,136.860001,138.000000,134.430664,4531200
2022-07-07,138.770004,139.699997,138.679993,139.369995,135.765213,1024700
2022-07-08,139.309998,139.820007,138.580002,139.070007,135.473007,921300
2022-07-11,138.199997,138.899994,137.960007,138.250000,134.674179,1067300
2022-07-12,137.690002,139.000000,137.110001,137.660004,134.099487,590400
2022-07-13,136.210007,137.789993,135.660004,136.809998,133.271423,1452700
2022-07-14,134.619995,136.020004,134.050003,135.839996,132.326508,888500
2022-07-15,137.559998,138.460007,136.770004,138.369995,134.791092,900800
2022-07-18,139.460007,139.660004,137.059998,137.470001,133.914368,544300
2022-07-19,138.619995,140.919998,138.619995,140.699997,137.060822,741100
2022-07-20,140.610001,141.139999,139.869995,140.690002,137.051102,584800
2022-07-21,140.059998,141.220001,139.270004,141.199997,137.547867,745400
2022-07-22,141.539993,141.979996,140.000000,140.880005,137.236191,533600
2022-07-25,141.169998,141.919998,140.690002,141.720001,138.054459,3494500
2022-07-26,141.279999,141.619995,140.710007,140.990005,137.343338,750800
2022-07-27,141.479996,143.460007,141.059998,142.899994,139.203918,546000
2022-07-28,143.190002,144.610001,142.070007,144.429993,140.694336,652200
2022-07-29,144.399994,145.860001,144.149994,145.580002,141.814606,663200
2022-08-01,144.580002,145.610001,144.380005,145.270004,141.512634,984500
2022-08-02,145.009995,145.770004,144.119995,144.169998,140.441071,3516200
2022-08-03,144.880005,145.789993,144.279999,145.380005,141.619781,511000
2022-08-04,145.199997,145.309998,144.479996,144.630005,140.889160,636500
2022-08-05,143.589996,144.940002,143.490005,144.839996,141.093750,589700
2022-08-08,145.500000,146.139999,144.860001,145.089996,141.337265,667700
2022-08-09,145.250000,145.649994,144.669998,145.039993,141.288574,519500
2022-08-10,146.880005,147.330002,146.610001,147.149994,143.343994,501300
2022-08-11,148.029999,149.050003,147.630005,147.830002,144.006409,609500
2022-08-12,148.380005,149.970001,148.110001,149.899994,146.022888,472300
2022-08-15,148.919998,150.479996,148.779999,150.270004,146.383301,548900
2022-08-16,150.029999,151.539993,150.029999,150.960007,147.055466,466700
2022-08-17,149.770004,150.789993,149.369995,150.020004,146.139771,494300
2022-08-18,150.160004,150.679993,149.779999,150.490005,146.597626,430300
2022-08-19,149.850006,149.960007,148.979996,149.259995,145.399414,410200
2022-08-22,147.820007,147.820007,146.389999,146.669998,142.876404,500400
2022-08-23,146.770004,147.339996,146.210007,146.380005,142.593918,381000
2022-08-24,146.380005,147.210007,146.119995,146.899994,143.100479,370900
2022-08-25,147.279999,148.660004,146.960007,148.619995,144.775970,3797200
2022-08-26,148.740005,148.820007,144.520004,144.580002,140.840485,1034500
2022-08-29,143.720001,145.149994,143.410004,144.059998,140.333923,700400
2022-08-30,144.309998,144.309998,141.979996,142.440002,138.755814,746800
2022-08-31,142.770004,143.210007,141.380005,141.429993,137.771942,670000
2022-09-01,140.820007,142.000000,139.949997,141.919998,138.249268,911400
2022-09-02,143.350006,143.740005,140.139999,140.699997,137.060822,885200
2022-09-06,141.199997,141.380005,139.729996,140.270004,136.641953,3902900
2022-09-07,139.949997,142.779999,139.889999,142.559998,138.872711,900300
2022-09-08,141.960007,143.589996,141.419998,143.500000,139.788406,687000
2022-09-09,144.399994,145.600006,144.119995,145.240005,141.483414,658600
2022-09-12,146.080002,147.009995,145.919998,146.520004,142.730316,412900
2022-09-13,144.080002,144.460007,140.960007,141.419998,137.762207,797000
2022-09-14,141.770004,142.240005,140.660004,141.729996,138.064178,511800
2022-09-15,141.369995,142.300003,140.410004,140.750000,137.109558,707800
2022-09-16,139.320007,139.970001,138.710007,139.699997,136.086685,742700
2022-09-19,138.490005,140.600006,138.490005,140.600006,136.963425,709700
2022-09-20,139.429993,139.520004,137.869995,138.809998,135.219711,592200
2022-09-21,139.580002,140.229996,136.500000,136.539993,133.008423,1365500
2022-09-22,136.520004,136.710007,135.460007,135.479996,131.975830,1508100
2022-09-23,134.139999,134.190002,131.410004,133.059998,129.618439,1386900
2022-09-26,131.440002,132.240005,129.770004,130.369995,127.875427,1037500
2022-09-27,131.529999,132.059998,128.960007,129.669998,127.188828,1123500
2022-09-28,130.429993,132.970001,129.889999,132.259995,129.729263,1826300
2022-09-29,131.419998,131.509995,129.389999,130.240005,127.747932,1977800
2022-09-30,130.100006,131.050003,128.440002,128.520004,126.060837,1347100
2022-10-03,130.250000,132.710007,129.630005,132.080002,129.552719,1550900
2022-10-04,133.839996,136.000000,133.660004,135.970001,133.368286,1235900
2022-10-05,134.610001,136.389999,133.910004,135.559998,132.966141,885300
2022-10-06,135.000000,135.839996,133.699997,133.880005,131.318283,1255600
2022-10-07,132.850006,133.039993,130.550003,131.300003,128.787643,955300
2022-10-10,131.750000,132.039993,129.869995,130.559998,128.061798,581200
2022-10-11,130.080002,131.880005,129.559998,130.279999,127.787163,1140700
2022-10-12,130.460007,130.960007,129.639999,129.679993,127.198631,677700
2022-10-13,127.660004,133.740005,127.330002,133.220001,130.670898,1288400
2022-10-14,134.089996,134.710007,130.770004,130.970001,128.463959,2840100
2022-10-17,132.880005,134.080002,132.839996,133.460007,130.906326,835700
2022-10-18,135.750000,136.160004,133.960007,135.229996,132.642441,693500
2022-10-19,134.529999,135.460007,133.460007,134.350006,131.779297,759100
2022-10-20,134.479996,135.580002,132.919998,133.210007,130.661102,510700
2022-10-21,133.210007,136.449997,132.770004,136.250000,133.642929,778200
2022-10-24,136.970001,138.320007,136.550003,137.850006,135.212311,938400
